Rating,Title,Content
2,vấn đề giá và mua thêm hành lý xách tay lên máy bay khi quá 7kg/1 người. và vấn đề cân kiểm tra hành lý ngay tại cổng ra,"tôi mang hành lý xách tay lên máy bay quá 4kg(11kg so với 7kg) theo quy định, nhân viên bắt phải cân lại ngay tại cổng số 7 sân bay nội bài. quá 4kg yêu cầu tôi phải nộp thêm 550.000 vnd? không đưa hóa đơn và cũng không giải thích quy định đơn giá cho 1kg quá. điều này theo quy định của vietjet thì có đúng không? mặt khác, việc cân lại hành lý xách tay đã mang đến một cái chợ ngay tại cổng số 7 này.
kính đề nghị vietjet có ý kiên về việc này."
1,Dịch khó khăn nhưng chính sách hoàn trả vé thì cứng nhắc,"Vì tình hình dịch không thẻ di chuyển đến HCM để thực hiện chuyến bay, gọi lên tổng dài thì bảo trước 24 giờ bay mới được bảo lưu vé, trong khi mình gọi trước giờ bay 20 tiếng cũng không thể xem xét để giải quyết gọi hỏi thì bảo chấp nhận mất trắng tiền vé đi. Dịch dã tiền bạc khó khăn mà hãng không hỗ trợ về chính sách tí nào cả mình đặt cả 2 vé chứ không phải một thực sự đi nhiều hãng rồi nhưng hãng này tệ thật sự:)"
1,Thái độ thiếu chuyên nghiệp,Tự ý hủy chuyến bay. Thái độ xử lý thiếu chuyên nghiệp. Mở bán vé khi chưa được cấp phép
1,Rất tồi 👎,"Phục vụ rất tồi. Nhân viên vô cùng thiếu lịch sự. Không tôn trọng hành khách. Làm việc không tổ chức, không khoa học."
1,TỰ Ý ĐỔI VÉ,"Quá thất vọng
Hôm nay sau khi tội nhận được thông báo đổi vé của hãng nhưng thời gian đổi vé tôi không đi được thì tôi có liên hệ để đổi sang thời gian hợp với tối hơn nhưng không đạt được sự thoả thuận từ phía bên nếu đổi phí trả trên 1triệu đông thật quá thất vọng về hãng này."
1,Delay mà sợ luôn,"Thật sự không hài lòng nổi với hãng bay Vietjet luôn. Đặt vé ngày 8/5 dương lịch bay, delay sang ngày 9/5 dương lịch. Nhân viên soát vé thì không được lịch sự. Hành lý xách tay kí gửi không được như hãng khác."
1,Vỡ hành lý,Bay hãng này nó vận chuyển hành lý mình vỡ như này xong lại bảo bồi thường 200k mà trong khi vali mình mua 700k xong yêu cầu mình xuất hoá đơn vali . Ai cần tiền 200k của họ . Bồi thường thẳng vali cho ngta đi . K hiểu làm ăn kiểu gì luôn . Mn đừng nên đi hãng này nhé
1,Nổi Xỉ Nhục Của Ngành Hàng Không,"Nhân viên Nguyễn Trần Diễm Trang ở Tân Sơn Nhất có thái độ vô cùng mất lịch sự, thiếu chuyên nghiệp và làm ảnh hưởng đến giờ bay của khách. Quản lý giải quyết không thuyết phục và không quan tâm đến giờ bay của khách. Nhân viên Nguyễn Trần Diễm Trang có thái độ không hợp tác và không xin lỗi khách. Dùng từ ngữ thô tục để chửi khách ánh mắt thiếu thiện cảm. Chị Trang cần bị xử phạt nặng. Khách hàng dù đúng dù sai vẫn là xương sống của 1 doanh nghiệp nếu chị Trang vẫn cư xử thiếu tôn trọng khách như vậy, tương lai gần 1 đồn 10, 10 đồn 100 và Vietjet sẽ không còn là thương hiệu mà khách hàng lựa chọn nữa. Trọn cuộc đời này không bao giờ bay Vietjet 1 lần nào nữa. Mong bên công ty phản hồi gấp.

Cám ơn"
1,Đánh giá hãng,Hãng quá tồi. 22h30 bay có mặt 22h mà ko dc hỗ trợ hãng quá kém. Nhân viên không nhiệt tình. Ko dc lấy vé ko dc hỗ trợ hoàn trả. Quá kém cho người sử dụng dịch vụ. Sẽ làm cho nhiều ng tẩy chay hãng
1,Bực mình,Mình có chuyến bay từ Ha nội về Nha trang. Khi vào đến phòng soát vé lên máy bay. Nhân viên cân lại túi hành lý và túi xách của mình và bắt phải trả thêm 550 k. Do ko cân túi xách tại quầy nên bị thừa 2kg. Mà lúc cân hành lý nhan viên hãng ko bắt cân túi xách để đến vào trong bắt cân lại rồi tính tiền. K chấp nhận được kiểu làm ăn ép hành khách như vây.
1,Dv quá tệ,"Quá tệ! Ko biết phải chốt trước 40p tới muộn, OK chấp nhận nộp thêm 440k đổi chuyến sau r, lúc nhân viên bảo vali cần gửi đồ, mk OK đồng ý cũng ko bảo mk đóng thêm, đứng xếp hàng để gửi đồ, chờ gần sát giờ mới đến lượt mới bảo phải đóng thêm, ko mang theo đủ, cần thời gian để xoay sở xong trễ nốt chuyến bay, r hủy vé của mk luôn nuốt luôn hơn 1tr, làm ăn quá chán, ko báo để mk xử lý từ đầu đi đỡ trễ việc, hay cố tình làm vậy để ăn chặn tiền của khách ko biết, bay Vietjet thật sự quá tệ"
1,Dịch vụ tệ,"Ra sớm 30 phút nhưng không cho checkin trong khi sân bay không có ai đi cả , và chuyến bay của tôi còn bị delay 20 phút nữa nhưng nhân viên vẫn không cho checkin"
1,ĐÁNH GIÁ VIETJET,Đây là lần đầu tiên cũng là lần cuối cùng tôi bay cùng Vietjet. Mà thiết nghĩ bên Vietjet nên cho tất cả nhân viên đi học lại cách đối nhân xử thế với khách hàng. Nói tệ thì ko được mà là quá tệ nó còn không bằng nhân viên của 1 cửa hàng tiện lợi Co.op hoặc mấy người bán tạp hoá. Tôi thật sự gê tởm hãng hàng không này. Tôi chăng có lời lẽ nào để mà đánh giá về sự bất mãn của tôi. Tôi thật sự ghê sợ khi cầm trên tay tấm vé của hãng hàng không được gọi là chuẩn Quốc Tế. Tôi chỉ muốn xé luôn tấm vé này và ko sử dụng dịch vụ của hãng. Thân ái! F
1,“Cheating”,"Chuyến bay của mình là lần đầu tiên cũng là lần cuối cùng với Vietjet. Lúc họ cân hành lí cho mình có overweight khoảng 0.7kg nhưng mình không thấy nhân viên check in nhắc, mình cũng không để ý vì quá lu bu. Cho đến khi vào gate và đã đến giờ boarding, họ mới yêu cầu mình cân lại và báo mình overweight :) rồi nói mình, 1 là để lại thành ký gửi 2 là bỏ lại đồ. Oke mình ký gửi :) nhưng giá gần như double chưa kể lại còn cheat mình change từ tiền thái thành việt (vì mình đi thái nên đã đổi hết sang Bath). Mình giận không thể tả được. Chưa kể dịch vụ thì hãm cành cạch, bắt đi xe bus vừa chật,vừa đông, vừa nóng! Thôi nhé ai đi thì đi, riêng mình bỏ thêm chút tiền để đỡ rước bực bội vào người."
1,Vietjet quá tệ,"Vietjet nhân viên như Giang hồ gốc lẫn Giang hồ mạng.ăn nói như bà bán cá.toàn con ông cháu cha vào làm. Nhìn mặt chả biết gì, còn thấy mấy cháu học hàng viện hàng không mà thương . Đẹp Thông minh giỏi mà toàn con ông cháu ông nội vào làm hết phải vào công việc khác"
1,Quá tệ!!,"Quá tệ, mình đặt vé xong đến cận ngày thì hãng nhắn tin huỷ chuyến bay. Thật sự thất vọng và không bao giờ sử dụng hãng Vietjet nữa!!"
1,Về dịch vụ khách hàng của nhân viên check in tại mặt đất,Nhân viên check in không hướng dẫn tận tình cho hành khách làm hành khách hiểu lầm nơi kiểm tra hành lý lên máy bay nhầm là nơi ký gửi hành lý
1,Dịch Vụ Kinh Khủng Khiếp Tệ Hại,"Dịch Vụ Hãng rất tệ, mua 1 vé mà đổi lịch 4 lần. Bay từ 5h sáng mà đến 5h chiều mới đến nơi.

Tôi thấy rất nhiều người bị trễ 1 phút bắt mua vé mới cao hơn vé cũ. Một số người cân thừa 2-3 lạng so với 7kg xách tay bị bắt đóng 500 ngàn. Xách tay 1 túi cho 2 người thì bắt mua túi tách ra 2 túi nhỏ với giá cắt cổ. Nói chung hãng làm tiền và bẫy khách khắp nơi.

Tôi thất vọng tràn trề nên đã đổi sáng Vietnam Airline và Pacific Airline. Mình không làm được thì mãi mãi làm mồi cho VJ. Báo cáo tài chính thì VJ lãi rất nhiều, giá rất cao nhưng đánh vào sự thiếu hiểu biết và nhu cầu đi lại gia đình của phần lớn dân nghèo VIệt Nam thì quá đáng."
1,"trải nghiệm ""tệ""","16/12/2020 mình có bay chuyến VJ182, lúc mình checkin online để lấy vé thì không được, mình đã ra quầy làm thủ tục check in, Nhân viên có báo là do mình đến muộn và mình phải đóng thêm chi phí là 209000. Điều đáng nói ở đây,khi mình đến là 19h45p và máy bay cất cánh lúc 20h40p,sau mình phải chờ rất nhiều người đến sau và muộn hơn nữa, nhưng mình có hỏi 1 vài người đến muộn và họ không bị mất phí gì cả.. Mình cần 1 câu trả lời thỏa đáng từ Hãng Vietjet ạ. Số tiền 209000 thực sự là không quá lớn nhưng lý do lại ko hợp lý....."
1,"Hãng bay khốn nạn nhất, tẩy chay","Tôi mong sao cho cái hãng này sập luôn đi, làm ăn cái quái gì mà hút máu người, tha hóa, đạo đức suy đồi. Lần đầu tôi đi hãng này tôi cảm thấy thật tồi tệ và tôi thề sẽ không bao giờ đi cái hãng khốn kiếp này nữa. Dịch vụ tồi tệ, coi thường khách hàng, thái độ quá tồi, làm lớn chuyện,... Quá tồi tệ, sập luôn đi. Nhân viên dịch vụ đạo đức kém."
1,Quá khốn nạn,"Lần 1: Là mình vô quầy check in lúc đấy khá đông, gọi nhận viên thì bảo vào xếp hàng, không có 1 động tác nào hỗ trợ khách, lúc này trước chuyến bay là 50p. Xếp hàng tới lượt mình thì bị đóng quầy không cho check-in muốn mở quầy lại thì nộp tại chổ 200k.
Lần 2: Mình bị quá cân do hãng cân luôn laptop trong hành lý xách tay( mấy hãng khác như VNA, Bamboo ) đều không cân laptop trong hành lý. Vô check-in thì nhân viên bảo Check-in online và mình có hỏi cân hành lý ở đâu thì tiếp viên xua tay và tiếp tục qua trả lời với khách khác. Đến cửa khởi hành bay thì mình bị bỏ lên cân và cân kèm laptop ( lúc này mình bị quá cân) nhân viên yêu cầu mình đóng 550k tại cửa khởi hành để ký gởi hành lý. Mình từ chối và bỏ luôn vé. Nếu nhân viên hãng có hỗ trợ về hành lý ngay tại quầy check-in để nhắc nhở thì không đến nổi nào mình bỏ cả vé máy bay cả. Và sau đó mình đặt lại vé Bamboo. Bamboo hãng máy bay cho mình 20kg và mình trải nghiệm Bamboo rất tốt. Check-In trễ thậm chí nhân viên hỗ trợ mình ưu tiên để check-in và dặn dò đi sớm."
1,Hãng hàng không chất lượng tồi tệ.,"Giá vé không hề rẻ, dịch vụ KH cực tồi. Thừa 0,2 kg cũng bắt phạt. Sau đó bắt ra mua hành lý thì trễ giờ làm thủ tục 5 phút. Trong khi còn 35 phút nữa máy bay mới bay. Tiếp tục bắt KH đổi chuyến. Đổi chuyến xong đã mua thêm để thừa 0,2 kg hành lý thì lại bắt ko được xách 7,2kg phải ký gửi. Sau đó thì delay 1 tiếng, chuyến trước cũng delay. Tôi ko bao giờ đi thêm VJ 1 lần nào nữa. Thà có phải chờ VNA đi chậm hơn mấy tiếng cũng ko sao. Giá vé VNA về thực tế rẻ hơn VJ nhiều vì đã bao gồm hành lý, đồ ăn và luôn hỗ trợ KH nhiệt tình."
1,Quá kinh khủng,"Tôi chỉ cầu mong cái hãng khốn khiếp này sập đi, không thể chấp nhận được, tôi đã check in xong ngồi đợi trước cửa ra tàu bay, trên vé ghi ra lúc 17h50 mà tôi ra cửa lúc 17h55 trong khi 18h30 máy bay mới khởi hành,cửa ra không có một ai hết, cũng không có thông báo trên loa hoặc nhân viên đi hỏi như các hãng khác tất cả im lìm cho đến khi máy bay đến giờ cất cánh gọi lên tổng đài bảo nhiêu cuộc không được, qua giơc cất cánh có chuyến khác ra hỏi mới được biết đã cất cánh rồi và không có lời nào cho hành khách luôn, ôi mong trời phật cho bọn làm ăn còi thường khách hàng sập luôn đi"
1,"Quá tệ, khốn nạn.","Quá tệ. Xấu hổ khi mang tên Việt trong tên hãng, đặt vé máy bay đúng hơn chục lần trên web lỗi lên lỗi xuống. Thanh toán xong rồi vẫn không có tình trạng gì xảy ra, đợi 15 phút thì web báo error.
Gọi tổng đài thì cái gì cũng không biết.
Gọi qua ngân hàng thì bảo tiền đã chuyển cho vietJet, hút tiền thì nhanh thế.
Gọi lại cho tổng dài thì xác nhận chuyên bị hủy vì chưa thanh toán, bảo thanh toán rồi thì nó lại bảo đợi 5 ngày có thể phải đặt lại mới (nó hoàn tiền sau) hoặc nó mở lại vé.
=> Vậy tôi cần đợi hay đặt ngay vé khác cho chuyến đi của tôi. Quá tồi tệ."
1,Hãng hàng không bố láo nhất VN,"Hãng hàng không bố láo, tồi tệ, hút máu nhất VN. Delay, hoãn chuyển, dời lịch vs KH thì được, có thừa hơn cân mà cũng đòi đè phạt KH 500k"
3,Kinh nghiệm để có chuyến bay tốt đẹp,"Tôi bay chuyến Tuy Hòa-HCM lúc 7h45, HCM-Tuy Hòa lúc 6h05, chuyến đầu tiên trong ngày nên bay rất đúng giờ. Máy bay từ HCM ra Tuy Hòa vừa xuống khách là khách mới lên ngay. Tiếp viên vui vẻ, có chào khách, cảm ơn lúc khách lên xuống máy bay, có hỗ trợ khách tìm chỗ ngồi và đưa hành lý lên khoang, không vấn đề gì.

Các bạn bay giá rẻ Vietjet cần chú ý đọc và làm đúng quy định của hãng, và nên chọn chuyến bay sáng sớm sẽ ít nguy cơ bị hoãn chuyến, các chuyến càng trễ trong ngày sẽ càng bị hoãn vì máy bay quay đầu liên tục, chỉ cần một chuyến trễ là những chuyến sau trễ dây chuyền. Những sân bay vắng như Tuy Hòa thì nguy cơ trễ là do khách lên ổn định chậm, còn những sân bay lớn như Tân Sơn Nhất, Nội Bài…thì còn thêm nguyên nhân kẹt đường băng, phải đưa đón khách bằng xe buýt ra máy bay…

Theo quan sát thì tôi thấy thế này:

- Những bạn gặp trục trặc hành lý quá ký, phải nộp phạt đều làm không đúng quy định của hãng. Trong quy định của họ có ghi rất chi tiết về số kiện, kích thước, số ký…Việc cân hành lý tại cửa lên máy bay cũng có ghi rõ ràng trên website chứ không phải họ giấu giếm. Khách làm không đúng quy định thì phải chịu phạt thôi. Theo kinh nghiệm hành lí thì tôi thấy vali cực kì dễ quá kí, bản thân vali đã 3kg, vali còn chỗ để nhét thêm đồ nhưng nhét vô đầy là chắc chắn sẽ quá 7kg.
- Một quan sát nữa là việc cân hành lý xách tay tại cửa lên máy bay cũng hú họa thôi chứ không phải tất cả đều bị kiểm tra. Đúng là nhân viên sẽ xách cân điện tử ra ngay cửa lên máy bay. Một số khách mang vác nhiều túi sẽ có khả năng bị gọi lại kiểm tra hơn.
- Trẻ em đi Vietjet nên cầm theo giấy khai sinh bản chính, vì trên website không thấy đề cập bản sao giấy khai sinh.
- Check in online chỉ thực hiện ở một số sân bay và một số qui định về hành khách.
- Check in online nên in ra. Một số máy không scan được mã trên điện thoại (nhiều hãng khác cũng bị) hoặc khi qua khu vực an ninh họ nói nhỏ quá không xem được v.v…thì sẽ bị mất thời gian ra quầy.
- Vietjet có kiosk check in ở sân bay TSN, nếu chỉ có hành lí xách tay thì khách nên tự check in và in thẻ lên máy bay ở kiosk cho nhanh, không cần xếp hàng vô quầy.
- Khi đã ra cửa lên máy bay thì chú ý theo dõi chuyến của mình trên các bảng điện tử chứ không có loa phát thông báo đâu.

Nói tóm lại, đọc kỹ và thực hiện đúng qui định của hãng thì sẽ không gặp vấn đề khó khăn gì, chuyến bay tốt đẹp, đặc biệt là giá quá rẻ."
1,Hãng bay khốn nạn nhất,"When buying tickets, I selected flight time 19:20.
A few days later, VJA switched to another flight, now at 20:15, just by a message.
It requires check in at least 90 minutes in advance, I have to come early, from a little over 18, I have checked in, waiting.
At 20 h, it again announced the delay notification until 21:30, then boarded the plane for more than half an hour before it moved.
So I was be lated to nearly 3 hours. How many people wrestled at the airport, more than midnight to come home.
Is there a more miserable company than this one ???

* Lúc mua vé chọn giờ bay 19:20.
Vài ngày sau nó tự chuyển sang chuyến khác, giờ bay 20:15, chỉ bằng cái tin nhắn.
Nó quy định check in trước ít nhất 90 phút, mình phải đến sớm, từ 18 hơn chút đã check in xong, ngồi chờ.
Đến 20 h nó lại phát loa thông báo delay đến 21:30, rồi lên ngồi trên máy bay cả hơn nửa tiếng sau nó mới nhúc nhích.
Như vậy trễ hơn giờ mình mua vé đến gần 3 tiếng. Bao nhiêu con người vạ vật ở sân bay, hơn nửa đêm mới về đến nhà.
Có cái hãng nào khốn nạn hơn cái hãng này không???"
1,Trải nghiệm siêu tệ cùng Vietjet,"Mình vừa có một trải nghiệm khá ""đáng nhớ"" theo hướng tiêu cực cùng hãng máy bay Vietjet. Ngày 7/7/2020 mình có chuyến bay từ Hà Nội vào Đà Lạt, lần bay này mình check-ịn online và đã chuẩn bị tinh thần bị cân lại hành lý ở cửa boarding vì thấy chuyến bay trước của hãng có một đội ra cân hành lý ở vị trí đó. Trước khi mình đến chỗ soát vé ở cửa boarding thì có 2 bạn mặc đồng phục hãng nói thầm với nhau và chỉ trỏ vào hành lý của mình, có lẽ là ấn định đồ của mình sẽ bị cân lại. Khi mình cân lên thì đổ của mình và bạn là 13,x kg (do mình không nhớ chính xác) và sau đó các bạn bảo mình phải đặt cả 2 túi xách mang trên người lên thì lúc này số cân là 16 kg. Tụi mình tính bàn nhau bỏ bớt nước khoáng và đồ ăn ra để giảm số cân về cân quy định thì bạn nhân viên nam nhanh tay lôi vali của mình sang cái khung quy định về số đo của vali lên máy bay. Và kết quả cuối cùng là cái vali của mình to hơn cái khung đó 1 chút. Các bạn nhân viên thông báo mình phải trả 550.000 VNĐ cho hành lý ký gửi vì chiếc vali này không đủ tiêu chuẩn để mang xách tay lên máy bay. Do mình cũng không muốn đôi co qua lại nên quyết định làm theo ý nhân viên, các bạn nhân viên cũng cực kỳ nhanh tay ký cho mình hoá đơn hành lý ký gửi sau đó.
Mình thấy vô cùng lạ vì đây không phải lần đầu tiên mình đi Vietjet với chiếc vali này và mình chưa bao giờ rơi vào trường hợp tương tự. Mình không biết thời gian gần đây Vietjet có thay đổi chính sách gì về hành lý xách tay không nhưng mình thấy hành động đó của các bạn hoàn toàn không minh bạch. Khi mình lên trên máy bay và quan sát thì vẫn thấy rất nhiều chiếc vali cùng kích cỡ hay thâm chí có phần nhỉnh hơn vali của mình được phép mang lên. Mình không có ý so sánh với người khác nhưng thực sự thấy rất không công bằng khi bị xử ép như vậy.
Chưa kể thái độ xử lý sự việc của các bạn rất nhập nhằng, vội vàng khiến hành khách như mình cảm thấy hoang mang và khó hiểu. Dù sao thì 550.000 của mình cũng đã ra đi và không trở lại được nhưng mình thấy điều đáng buồn ở đây là Vietjet có lẽ sẽ mất đi nhiều hành khách tiềm năng của họ nếu tiếp tục để tình trạng này xảy ra."
1,Chất lượng kém,"Chuyến bay trễ giờ hơn một tiếng. Có trò cân hành lý rất lạ và lưu manh. Bình thường sẽ nhắc hành khách ở quầy check in nhưng bây giờ lừa cho vào trong rồi mới cân để phạt thêm tiền.
Nếu so với hãng Bamboo còn kém xa."
1,Tẩy chay hãng,"Hãng làm ăn như kus, tẩy chay hãng, nv tvan ko rõ về tiền, qly bênh nv đổi lỗi khách hàng, nghỉ vc di"
1,Terrible!!! Thái độ tồi tệ!!!,"Hãng tồi tệ, không tôn trọng khách hàng, luôn delay, không có thái độ tốt khi phục vụ. Quy định về hành lý xách tay không rõ ràng minh bạch. Nhân viên chửi khách hàng như chửi con. Phi công hạ cánh quá tệ, rung lắc và sốc dù thời tiết tốt."
1,Quá tệ,"Vietjet đợi mình chuẩn bị lên máy bay rồi nó mới mang cái cân ra để đo xách tay. Khi mình bị quá 1.5 kg, vietjet đòi 550k. Mình đã phải trả vì đồ đạc khá giá trị, không thể bỏ. Mình thấy đây là một chính sách/suy nghĩ ngắn hạn, vì chỉ 550k mà hãng bay đã mất đi một khách hàng trong tương lai. Mình không ngại bỏ 550k nhưng chỉ vì cái thủ đoạn lặt vặt này làm giảm trải nghiệm của mình."
1,Tồi tệ,"Hành lý 7kg, mình mang lố tổng 7,3kg. Bắt mình phải đóng thêm 550k mới được bay.Mà vé máy bay thì 650k. Trong khi các hãng khác chỉ cần 800k"
1,Thái độ phục vụ,Hãng làm ăn quá tệ.thái độ phục vụ quá kém.vì có mấy chục ngàn để lên chổ đầu ngồi mà đánh đổ bát cơm đang gầy dựng.nên coi lại cách vòi tiền của nhân viên.
3,Review vietjet air,Đây là lần đầu mình đi vietjet. Thực sự bất ngờ về cơ trưởng hôm nay luôn. Hạ cánh cực xịn xò. Tốt nhất trong những hãng mình đã từng đi. Mình đi vj258 khởi hành lúc 4h15 ngày 15/6/2020 từ đà nẵng ra hà nội. Many thanks 😍
1,Hãng Vietjet quá tệ.,Tôi mong hãng sớm phá sản vì chất lượng dịch vụ quá kém. Giá vé không hề rẻ hơn hãng khác mà chất lượng vô cùng tệ!
1,Super delay; super terrible service,"Khuyên các bạn nếu rảnh rỗi về thời gian và có sức khỏe dẻo dai thì hẵng đi Vietjet. Đi thì chưa bao giờ đúng giờ, thường delay 30 phút là tối thiểu. Nhân viên không coi hàng khách ra gì cả một số trường hợp cho khách hàng vào thế đã rồi phải đóng thêm một số các loại phí như phí hàng hóa, phí làm thủ tục nhanh.
Khuyên các bạn nên chọn hãng khác."
1,Chăm sóc khách hàng cực kỳ tồi tệ,"Dịch vụ cực kỳ tồi tệ. Mình mua thẻ Powerpass để dùng nhưng có lỗi, mất 3 tiếng đồng hồ gọi điện thoại qua lại tổng đài chờ check. Sau 15 phút treo máy chờ tổng đài, cuộc gọi vô tình ngắt quãng nhân viên cũng không gọi lại, mình yêu cầu kết nối với nhân viên cũ hoặc xử lý tiếp cũng không được. Sau 4 - 5 cuộc gọi, mỗi cuộc trung bình 30 phút, các bạn tổng đài đá qua nhau thì mình nhận được thông báo ngồi đợi email.

Các bạn Tồng đài viên còn hồn nhiên bảo mình lùi lịch công tác do lỗi kỹ thuật!

Thực sự của rẻ là của ôi. Và Power Pass giống cú lừa!"
1,Hãng bay lừa đảoi,Cho đặt vé giá rẻ ồ ạt số lượng lớn rồi hủy ăn bẩn tiền của khách hàng. Không chịu trả tiền khách hàng
1,Dịch vụ tệ,"Chuyến bay của mình bị huỷ với lí do dịch bệnh dù hôm đó đã là 23/4/2020. Mình không phàn nàn gì nếu thái độ giải đáp và tư vấn của nhân viên cứ dửng dưng và không rõ ràng. Cuối xùng mình cũng ko được hoàn tiền mà chỉ được bảo lưu vé, cũng không được miễn phí đổi chuyến.
Một trải nghiệm tồi tệ."
1,KHông nên đi vietjet,"Vietjet Air dịch vụ quá kém, mọi thứ trên vietjet air quá tồi tệ, coi thường khách hàng. Tôi khuyên mọi người không nên đi Vietjet. Chuyển qua Vietnam Airline đi."
1,Chuyến bay không tốt,"Chuyến bay delay 1,5 giờ, trễ quá. Bay lúc trưa, rất đói và định gọi cơm trên máy bay. Tuy nhiên hãng báo hết suất ăn. Và mình ôm bụng đói đến Hà Nội. Kinh khủng.
K Tran"
2,Dịch vụ tạm ổn,"Chuyến bay khá ok. Bị delay 1 tiếng 30 phút, tạm được. Suất ăn thì hết, vào galley thì còn 1 suất, ko hiểu tại sao. Đồ ăn nóng, khá ngon nhưng trình bày ko tốt, ít. Nếu có thể nên đặt trước nhé các bạn vì đồ ăn thường xuyên hết. Trải Nghiệm khá ổn"
1,"Vô trách nhiệm, tuỳ tiện, lươn lẹo, quanh co","Lịch bay của mình từ Hanoi sang Osaka là 1:40 ngày 24/3, thông báo huỷ chuyến gửi đến là 14:47 ngày 23/3, tức là chỉ khoảng 12 tiếng trước khi bay (khiến mình phải đặt vé hãng khác khi đã rất sát ngày với số tiền rất lớn). Trong khi trưa ngày 22/3, khi gọi lên tổng đài và hỏi phòng vé thì vẫn được báo là chuyến bay vẫn bay bình thường?? Mình chỉ biết được thông tin huỷ chuyến qua những tin rò rỉ từ đại lý bán vé trên facebook =)). Nếu như được thông báo sớm hơn thì có thể mình đã xoay sở sắp xếp lịch trình chứ không phải bị dồn vào tình thế khốn khổ như thế.
Tổng đài mình gọi 2 ngày cả vài chục cuộc nhưng chỉ được 1 lần duy nhất lúc gần 2h sáng.
Chuyến bay bị huỷ sát không báo, vé cũng không chịu hoàn lại, chỉ được 50% nếu mình liên lạc huỷ vé trước giờ xuất phát 3 tiếng (dù không thể liên lạc được).
Nhân viên phòng vé sân bay ở TPHCM thì nói do mình đặt vé trên trang chủ vietjet nên các phòng vé không xử lí và chỉ có cách gọi điện cho tổng đài 19001886 mới xử lí được (???)"
1,Dịch vụ tệ chưa từng thấy 😎,"Minh đi chuyến bay VJ 651 Từ ĐN -SG, bước lên máy bay gặp ngay cô tiếp viên số 13, Nga hay Ngọc j đó, chưa bao giờ mình thấy tiếp viên hàng không nào mà nhìn khách như kẻ thù, ko mở miệng hoặc thậm chí gục đầu chào khách.. Máy bay cất cánh được khoảng 15’, vì bay chuyến sớm hơi mệt nên đang chợp mắt chút thì có người nói chuyện ồn ào, hơi bưc nên quay ra xem thử ai, thì thật bất ngờ (chưa bao giờ gặp phải) các tiếp viên đang Tám 😫🤬! Lại là cố 13 nữa.. thật chán về dịch vụ vs tư cách của nhóm tiếp này nói chung vs cô 13 nói riêng.
Và chắc chăn là lần cuối mình sử dụng dịch vụ của hãng VJ này 👋"
1,Nhân viên mặt đất quá tồi,"Sáng ngày 25/2/2020 mình và em gái đã bay từ Hà Nội vào Đà Nẵng vé 7kg xách tay chuyến bay VJ549 lúc 8 giờ sáng
Khi check in nhân viên check in đã ok hành lí của tụi mình rồi thì tụi mình mới không mua thêm kg. Nhưng đến cửa soát vé cuối cùng để lên máy bay thì nhân viên cửa số 7 đã giữ 2 chị em lại và bắt cân lại hành lí, và bắt hoặc là đóng 550k để kí gửi hành lí hoặc là không cho lên máy bay. Mình đã trình bày với bạn nhân viên nam đó rằng bên ngoài nhân viên check in đã ok rồi thì mình mới ko mua thêm kg, nếu không ok thì chắc chắn mình sẽ mua thêm kg từ bên ngoài vì bên ngoài rẻ hơn. Nhưng bạn đó một mực nói rằng không quan tâm đến bên ngoài nói gì và bắt mình dỡ hành lí. Mình có hỏi rằng nếu dỡ hành lí thì có được gửi lại không? Em gái mình không muốn mất thời gian nên đã hỏi bạn ý nếu dỡ ra thì có được gửi lại không? Thì bạn đó trả lời rằng “dỡ ra thì vứt đi chứ ở đây k ai lấy” Mình đã nói với bạn đó không dưới 3 lần rằng bên ngoài đã ok rồi, nhưng bạn đó vẫn một mực không quan tâm và thêm một chị nhân viên ở đó vào bắt mình dỡ hành lí mặc kệ mình trình bày câu trả lời duy nhất mình nhận được đó là “ mình k quan tâm” cuối cùng mình không muốn mất thời gian nên đã nộp 550k tiền hành lí
Thật sự đây không phải là lần đầu tiên mình đi máy bay, nếu các bạn nói hành lí không ok mình sẵn sàng mua kg, nhưng đây các bạn lại một bên ok rồi vào trong mới bắt đầu lôi ra cân đo. Mình không tiếc 550k nhưng thật sự sáng sớm ngày ra đã gặp phải chuyện không đâu, cách làm việc không thống nhất thiếu chuyên nghiệp, khi gặp vấn đề nhân viên chỉ có câu trả lời duy nhất là không quan tâm ai ok hành lí và không cần biết ai đã ok hành lí. Vậy các bạn làm việc cho cùng 1 hãng máy bay mà các bạn không có thống nhất cách làm việc gì các bạn làm gì ???
Đây là lần đầu mình bay vietjet cũng là lần cuối cùng, quá thất vọng với cách làm việc của nhân viên mặt đất."
1,Delay 4 tiếng.,"Có việc gia đình mà delay kiểu này thì làm ăn gì nữa. Quá tệ. Đã bị delay khá nhiều lần.
Lần sau sẽ k còn ủng hộ hãng này nữa."
1,CHÍNH SÁCH VIETJET KHONG TON TRONG KHACH HANG,Kỷ năng và đội ngủ phi hành đoàn tốt. Nhưng chính sách và những dịch vụ khác của Vietjet thì rất tệ. Chính sách của Vietjet như ăn cướp của khách hang và vô trách nhiệm với khách hang. Tôi mua vé bay qua Sin sau 3 giờ để làm việc tại đó rồi quay về nhưng Vietjet tự đổi chuyến bay của tôi và chuyến bay chỉ vừa kịp đến Changi rồi quay về ngay. Nếu tôi không đồng ý đổi thì tiền tôi đã trả sẽ được hoàn trả lại sau 1 tháng. (Đây là chính sách ăn cướp).
