title,rating,text
Niềm vui khi được phục vụ tốt,5,"Tôi có con gái đang học đại học y Huế 30/4/2016 cháu không về được nhà trong thời gian này rảnh được nghỉ lễ dài ngày nên tôi có đi ra Huế chơi và thăm cháu luôn, được cháu giới thiệu và dẫn tới nghỉ ở khách sạn Thanh Lịch 2 ở thành phố Huế. Bước chân vào khách sạn và nhận phòng tôi thấy căn phòng thật đầy đủ tiện nghi chăn ra, gối, nệm sạch sẽ và có mùi thơm dễ chịu. Hơn nữa đó là sự đón tiếp nhiệt tình, lịch sự, tiếng nói nhỏ nhẹ dễ thương của Cô tiếp viên có tên là Nguyễn Thị Như Thu nhân viên dọn phòng đã tạo cho tôi một cảm giác thân thiện, gần gũi và ấm áp, thoải mái. Bản thân tôi đã đi nhiều nơi nghỉ nhiều khách sạn từ Bắc vào Nam nhưng lần nghỉ ở khách sạn Thanh Lịch 2 ở Huế lần này đã để lại cho tôi nhiều ấn tượng tốt. sự lưa chọn ở khách sạn này là đúng đắn mong khách sạn có nhiều nhân viên phục vụ phòng như cô Thu Cảm ơn cô vì thông qua cô tôi có thiện cảm sự yêu mến nhiều hơn đối với khách sạn và đối với thành phố Huế mộng mơ. Tôi có nhiều bạn bè hay đi du lịch nếu bạn bè tôi đến Huế xin phép cô cho tôi được giới thiệu họ liên hệ với cô nhé. Qua mấy ngày ở lại khách sạn Thanh Lịch 2 Tôi thấy đây là một nơi tuyệt vời giá cả hợp lí gần các điểm tham quan du lịch, an ninh tốt, sự phục vụ thật là tần tình chu đáo. Xin chúc khách sạn Thanh Lịch 2 ngày càng làm ăn phát đạt."
"đến huế- lại đến thanh lịch 2 hotel






",5,"Tôi và đồng nghiệp chỉ lưu trú một đêm tại khách sạn Thanh Lịch 2 nhưng rất hài lòng về dịch vụ cũng như con người nơi đây. phòng đẹp, sạch sẽ, tiện nghi, view ổn, thực đơn Buffet ngon và phong phú. Nhân viên lễ tân và quản lý khách sạn rất dễ thương,nhiệt tình. Nói chung, quá ổn ."
"Huế bình yên ,thân thiện",3,"vị trí gần sông Hương và trung tâm. Nhân viên nhiệt tình,thân thiện,Buffet sáng rất ngon miệng,có nhiều sự lựa chọn.phòng ốc sạch đẹp. đặc biệt nhân viên rất đáng iu !tôi lưu trú 1 đêm và cảm thấy rất thoải mái,ấm áp."
Huế tuyệt vời,5,"với mức giá hợp lí như vậy thì tôi nghĩ khách sạn Thanh Lịch 2 là một sự lựa chọ đúng đắn nhất cho chuyến đi của tôi. phòng sạch sẽ đầy đủ tiện nghi, sang trọng. vị trí trung tâm thành phố dễ dàng đi đâu mình thích. Nhân viên chào đón niềm nở, phục vụ chu đáo"
Huế đẹp mộng mơ mà con người cũng thân thiện,4,"Khách sạn Thanh lịch 2 thật tuyệt vời, với đầy đủ tiện nghi tạo cảm giác ấm áp , thoải mái nhưng không kém phần sang trọng. Các món ăn đậm chất quê hương và nhiều phong cách khác nhau rất hợp khẩu vị của mỗi người trong gia đình tôi. Nhân viên phục vụ tận tình chu đáo và hiếu khách. Cô Phương lễ tân luôn tươi cười chào hỏi chúng tôi và nhất là cô Thu tổ buồng luôn quan tâm phục vụ chúng tôi tận tình chu đáo, tôi thấy cô lúc nào củng cười, chào hỏi niềm nở, đem lại sự thoải mái cho gia đình tôi , chúng tôi không biết cần hỏi gì? thì cô Thu nhiệt tình hướng dẫn.Tôi hứa nếu có dịp ra Huế tôi sẽ đến khách sạn Thanh Lịch 2 và tôi sẻ giới thiệu cho nhiều bạn bè của tôi nếu đi du lịch hoặc công tác ở Huế đến Thanh Lịch 2 vì nơi đó có nhiều nhân viên phục vụ rất tốt."
tuyệt,5,"Vị trí gần trung tâm, rất tiện di chuyển đến các nơi địa danh, các nhà xe,nhà ga, sân bay. phòng sạch, ấm. Nhân viên nhiệt tình, thân thiện, hỗ trợ khách hàng. Ăn sáng ngon, sạch sẽ. Giá phòng phù hợp với dịch vụ."
tuyệt vời,5,"phòng khách sạn rất đẹp, rất sạch sẽ. Bữa sáng Buffet nhiều món và  rất hợp khẩu vị. Nhân viên tận tình và  hiếu khách, hỏi thăm chúng tôi trong suốt thời gian ở tại khách sạn. Khách sạn đáng để ở. Tôi thích cách phục vụ của nhân viên ở khách sạn này. Rất thân thiện, nhiệt tình và có nụ cười rất đẹp. Rất đậm chất Huế. Nếu có cơ hội quay trở lại Huế nhất định tôi sẽ lại ghé khách sạn của mình tiếp."
Chuyến đi rất thú vị,5,"Địa điểm khách sạn rất tiện đi lại nhiều nơi, phòng đẹp, sạch sẽ, rất rộng rãi và thoải mái, trang thiết bị đầy đủ. Nhân viên khách sạn rất thân thiện và nhiệt tình. Khách sạn là một lựa chọn tuyệt vời."
Khách sạn tuyệt vời,5,"Đây là khách sạn tuyệt vời mà tôi từng ở tại Việt Nam. Khu vực khách sạn gần với nhiều nhà hàng, siêu thị, khu mua sắm. phòng ốc khá rộng, hiện đại, đầy đủ tiện nghi, mới và sạch sẽ. Nhân viên vui vẻ và  thân thiện, đặc biệt là Mr. Khánh, người đã chỉ cho tôi nhiều điểm để đi trong thời gian ở Huế. Cám ơn cậu ấy và  nhân viên khách sạn rất nhiều. Giá phòng hợp lý xứng đáng với giá tiền bỏ ra. Nếu có dịp đến Huế tôi sẽ tiếp tục ở khách sạn này."
Khách sạn tuyệt vời - Dịch vụ tuyệt hảo,5,"Tôi đã chuyến du lịch ở Huế hồi tháng 5 vừa rồi, sau khi được bạn bè tư vấn và  tham khảo các đánh giá trước đó trên Tripadvisor, nên tôi đã quyết định đặt phòng cho 2 đêm ở đây. Vị trí khách sạn là điều ấn tượng nhất: ngay trung tâm khu phố tây, đi lại thật dễ dàng, đi bộ ra sông Hương chưa tới 5 phút, xung quanh khách sạn có rất nhiều nhà hàng quán ăn với giá bình dân. 
 Thành phố thật yên bình, ban đêm có thể đi dạo dọc sông Hương và  nghe ca Huế, thưởng thức các món ăn với giá cực kỳ rẻ và  ngon.
 Khách sạn phục vụ chi đáo và  có nhiều dịch vụ hỗ trợ: đặt tour, xe bus, đón/ tiễn sân bay, thuê xe máy …. Bữa sáng Buffet nhiều món và  rất hợp khẩu vị. Nhân viên tận tình và  hiếu khách, hỏi thăm chúng tôi trong suốt thời gian ở tại khách sạn. Khách sạn đáng để ở. Chúng tôi sẽ tiếp tục chọn khách san trong những đợt đến Huế sắp đến"
Khách sạn đáng để đi ở Huế,4,"Dịch vụ của khách sạn tốt, nhân viên khá tận tình và chuyên nghiệp. phòng ốc mới, sạch sẽ. Khách sạn nằm gần Sông Hương nhưng nằm trên đường nhỏ nên khá yên tĩnh. Xứng đáng với số tiển. Tôi sẽ quay lại đây nếu có dịp đến Huế."
phù hợp cho nhiều đối tượng,4,"dịch vụ tốt, khách sạn mới xây nên rất sạch sẽ, thiết kế đẹp hiện đại, view đẹp.
 Khách sạn nằm ngay trung tâm thành phố nên việc đi bộ chơi vào ban đêm dễ dàng ra các khu như cầu tràng tiền, phố đi bộ, chợ Đông Ba. Hình như khu vực quanh khách sạn là khu du lịch cho người nước ngoài nên đi bộ một tí là thấy quá trời dân du lịch nước ngoài đặc biệt có rất nhiều quán bar xung quanh. tận hưởng chuyến đi của bạn."
Khu nghỉ dưỡng lý tưởng,5,"Không gian đẹp, yên tĩnh, sang trọng, gần gũi với thiên nhiên. Nên thuê xe đạp đi khám phá các homestay khác ở chân núi xung quanh. Gần các điểm danh thắng. Tốt nhất nên đi xe ô tô riêng để tiện đi tham quan"
Khá ổn,4,"resort đẹp, thanh bình yên tĩnh và rất thiên nhiên. Nhân viên thân thiện nhiệt tình. Rất may là ăn sáng có thức ăn dành cho người ăn chay. phòng rộng thoáng, sạch nhưng hơi cũ. Điểm trừ là một số khu vực công cộng còn lộn xộn ngổn ngang hi vong sẽ khắc phục sớm.
 Sẽ quay lại lần sau"
Không hài lòng về lễ tân,3,"Lễ tân không được thân thiện, trả lời khách rất nhanh chóng như kiểu không muốn tra lời. Chưa để khách nói xong đã nói cướp lời khách. Không thông báo với khách sẽ check out. phòng đẹp và sạch sẽ . Đồ ăn sáng ngon"
Ngày nghỉ cuối tuần tại Emeralda Ninh Bình,4,"Đến với Emeralda vào những ngày nắng nóng nhưng không khí nơi đây vẫn mát mẻ, thanh bình và yên tĩnh. Tuy nhiên trong resort một số khu vực vẫn ngổn ngang chưa xây dựng xong. Nhà hàng thức ăn ngon, Buffet sáng phong phú. phòng hơi cũ theo phong cách châu Á nhưng sạch sẽ và vẫn đủ tiện nghi."
Xuất sắc,5,"Khu nghỉ đẹp, thanh bình và rất thiên nhiên.
 Nhân viên vô cùng thân thiện, nhiệt tình, chu đáo. Tôi đánh giá rất cao tác phong phục vụ của nhân viên ở đây.
 phòng nghỉ sạch sẽ, tiện nghi.
 Đồ ăn rất ngon, đặc biệt có nhiều món ăn dành cho người ăn chay.
 Chắc chắn tôi sẽ quay lại đây."
Khu du lịch nghỉ dưỡng an lành,4,"phòng ở tiện nghi, cách biệt. Hòa mình vào thiên nhiên, không gian không khí trong lành. Là một nơi tuyệt vời cho gia đình nghỉ dưỡng, giải tỏa áp lực căng thẳng trong công việc. Tuy nhiên sẽ không phù hợp nếu bạn đi cùng cơ quan, đồng nghiệp của mình hoặc muốn dùng nhiều dịch vụ giải trí."
Chất lượng và giá hợp lý,5,"Tôi cùng gia đình ở đây trong dịp lễ 30/4-1/5. Mặc dù các điểm du lịch thì quá tải nhưng nơi đây thì yên tĩnh và dễ chịu. Nhưng ở đây không có dịch vụ thuê xe máy tự lái, tôi phải đi tìm khá xa. May mắn là mọi chuyện vẫn tốt đẹp!"
resort rất đẹp,5,"Resort rất đẹp, mọi người đều nhiệt tình và dễ thương. View đẹp, phòng đẹp. Nói chung, mình và gia đình rất hài lòng và sẽ quay lại khi đến Ninh Bình. Resort gần đồn Vân Long, đi bộ khoảng 300m sẽ tới bến thuyền."
Tuyệt vời,4,"Khu nghỉ dưỡng thiết kế khá hay, phù hợp cho việc đi nghỉ theo đoàn. Cả đoàn tôi ở cùng 1 xóm rất vui. Mỗi xóm đều có bể bơi riêng, buổi tối có thể ngồi chơi ăn uống ngoài vườn (lưu ý: vì là vườn nên có khá nhiều muỗi, mọi người đi có trẻ nhỏ thì nhớ mang theo thuốc bôi chống muỗi. Đồ ăn sáng bình thường, nhân viên không thân thiện,"
tuyệt vời,5,"tôi đã đến emeralda nhiều lần, có lần đi nghỉ với cơ quan, với bạn bè và gia đình, khung cảnh đẹp và rộng cho trẻ con chạy nhảy thoải mái, ăn sáng chuẩn 5 sao rất nhiều món. mỗi lần đi ninh bình tôi đều chọn emeralda để dừng chân"
Tuyệt vời,5,"Khu nghỉ dưỡng rất sạch đẹp, khung cảnh tuyệt vời, rất thanh bình và yên tĩnh khi tới vào ngày trong tuần.
 Các bạn nhân viên vô cùng dễ thương, nhiệt tình, thân thiện.
 phòng nghỉ sạch sẽ, trang thiết bị rất tốt.
 Đồ ăn ngon, có các món từ Á tới Âu, món dành riêng cho trẻ nhỏ.
 Tôi sẽ quay trở lại đây!"
resort đẹp nhưng chất lượng chưa xứng 5 sao,3,"Emeralda là resort đẹp nhất và xịn Nhất Ninh Bình. Thiết kế đẹp và hòa hợp với thiên nhiên. Tuy nhiên, dịch vụ ở đây chưa tốt lắm, phòng cảm giác ẩm thấp, drap không được phẳng phiu, nhân viên có vẻ cũng hơi kiêu. Nhưng nếu muốn ở resort tại Ninh Bình thì Emeralda là lựa chọn tốt nhất rồi "
Dịch vụ tồi tệ và khủng khiếp.,1,"Chưa thấy resort nào có cách phục vụ kém và tồi tệ nhất Vịnh Bắc Bộ. Đặc biệt khi check in và check out thì mặc cha khách đến thì đến và đi thì đi. Trời thì nóng nước mát không có, chờ xe điện thì mất 30-60 phút cũng chưa Có xe.
 Chốt lại ai có kế hoạch tới đây thì tránh xa càng tốt. Và nên xem Đánh giá để hiểu rõ hơn về nơi quái quỷ này."
Một trong những khách sạn cao cấp nhất Ninh Bình,4,"Địa điểm gần đầm Vân Long. Bài trí nội và ngoại thất hợp lý. Có hồ bơi trong nhà nước ấm nhưng hơi cạn. Nhà hàng giá tương đối cao, chất lượng khá. Spa 21 giờ thì đóng của. Nhân viên nếu so ở Ninh Bình thì thuộc loại tốt. Ăn sáng không nhiều loại thức ăn và bình thường."
"cơ sỡ vật chất tốt, nhân viên bình thường",4,"Có cơ hội lưu trú 2 đêm vào tháng 6, vị trí xa trung tâm, đi lại hơi bất tiện, cũng khó để tìm được chỗ thuê xe hay ăn uống ở khu vực xung quanh.Cơ sở vật chất tốt, phòng thoáng, sạch sẽ. Ăn sáng tạm ổn, không có nhiều sự lựa chọn. Nhân viên mình cảm thấy nên niềm nở hơn đối với khách hàng, các bạn làm đúng phần việc của mình, nhưng nếu muốn tạo ra chất lượng phục vụ tốt, tạo ấn tượng với khách hàng thì cần quan tâm tới khách hơn nữa."
Khu nghỉ dưỡng tốt gần Hà Nội.,4,"Khu nghỉ dưỡng Emeralda có dịch vụ rất chuyên nghiệp. Nhân viên niềm nở, chiều lòng khách nghỉ dưỡng.
Tuy nhiên, có vài điểm cần lưu ý:
Chỉ dẫn lái xe không có trong đặt phòng. Google Map chỉ đường khá khó sử dụng.
Phụ phí cho thêm người và phụ phí thêm giường khá cao và không rõ ràng.
Thiết bị trong phòng cần được kiểm tra cẩn thận"
Không chuyên nghiệp,2,"Lễ tân thiếu chuyên nghiệp, không niềm nở khi khách check-in và check-out, không chào hỏi khách lúc đến và đi. Không có dao cạo râu, không có bàn ủi quần áo, các loại dầu tắm, gội không rõ nơi sản xuất được cho vào các lọ đựng.
Món ăn ở nhà hàng Organics tạm ổn, giá hơi cao. Ăn sáng nghèo nàn, phục vụ không chuyên nghiệp.
Đường vào resort biển chỉ dẫn quá nhỏ, đi đến nơi cũng không biết mình vào khu resort 4 sao.
Túi đựng đồ giặt cũng tính phí.
Cảnh quan thiết kế đẹp, khu vui chơi trẻ em một số phòng đóng cửa, trò chơi nghèo nàn."
sang trọng và đắt tiền,5,"vị trí tiện nhưng view bình thường, điểm cộng vào kiến trúc, cảnh quan, vật chất và trang thiết bị. Phục vụ vẫn chưa chuyên nghiệp hóa hoàn toàn, đồ ăn ngon. Giá cả cũng xứng với tầm vóc, tiền nào của nấy!"
"Phong cảnh hữu tình, resort êm ái",5,"resort khá rộng và yên tĩnh, cực kì thích hợp cho không khí gia đình hay nhóm nhỏ.
 Nhân viên rất nhiệt tình và niềm nở !
 Phong cảnh xung quanh không gì đặc sắc ngoại trừ đầm Vân Long, nhưng từ resort di chuyển đến các địa điểm du lịch lân cận cũng khá thuận tiện.
 Sẽ trở lại vào 1 ngày không xa !"
Cảm nhận sự yên bình,4,"Đây là 1 nơi thích hợp để nghỉ dưỡng, với khung cảnh thiên nhiên trữ tình, cùng với cách tạo hình như 1 làng quê Miền Bắc xưa, thực sự mang lại cảm giác nhẹ nhàng và yên bình, Ăn sáng hơi nghèo nàn so với số sao của khách sạn
 Chỉ có 1 điều hơi tiếc là qua xa so với khu Trung tâm, các địa điểm vui chơi và ăn uống"
Tuyệt vời,5,"Cảm ơn các bạn đã đem lại cảm giác thật tuyệt cho gia đình tôi. Nhân viên chu đáo, nhiệt tinh, ân cần. Đây thực sự là nơi nghỉ dưỡng phu hợp cho gia đình có con nhỏ. Yên tĩnh gần gũi với thiên nhiên. Phòng ốc và các món ăn đều tốt. Đi lại thuận tiện. Tôi sẽ quay lại vào ngày gần nhất."
một nơi đáng để đến,5,"Tôi có dịp được trải nghiệm 2 ngày 1 đêm tại đây . Điểm làm tôi thích thú khi đến là khung cảnh thơ mộng mang vẻ đẹp cổ kính làng xưa nơi đây. họ chia theo các xóm , xóm cau, xóm chuối...các tên thân thiện gần gũi . Nhân viên rất nhiệt tình chỉ dẫn . phòng rất sạch sẽ. Tôi cùng gia đình rất thích ,hứa sẽ quay lại đây."
"Thanh Bình, yên ả ",5,"phòng ốc sạch sẽ, thoáng mát. Không gian đậm chất làng quê Việt Nam. 
 resort khá rộng rãi cảnh như 1 làng quê thu nhỏ. Nhân viên thân thiện, là 1 nơi thích hợp nhất cho những người thích không gian làng quê yên tĩnh. resort có bể bơi trong nhà và ngoài trời, tuy nhiên theo cảm nhận cá nhân mình thì hơi nhỏ so với quy mô của resort, có phòng tập gym miễn phí, chơi bóng bàn, nhà bóng cho trẻ em. 
 Buổi tối thì hơi u ám 1 chút do ở đây sử dụng ít ánh sáng trắng, hầu hết đèn nhiều nhưng vẫn hơi tối :) 
 Không có gì vui chơi buổi tối nên hơi buồn. 
 Điểm trừ duy nhất wifi quá yếu :(
 Thật sự đây là điểm đáng tới cho những người cần nghỉ dưỡng, thư giãn =))"
Đánh giá khách sạn,5,"Không có gì ngoài 2 chữ tuyệt vời. 1 resort đúng nghĩa thư giãn, nghỉ ngơi. Phong cảnh trong lành, thoải mái. Nhân viên nhiệt tình thân thiện từ bác bảo vệ tới lễ tân. phòng được trang trí theo phong cách dân gian mang lại 1 nét độc đáo khó phai cho du khách. Tuy nhiên giá cả hơi cao"
Đánh giá resort Emeralda,3,"Địa điểm đẹp, phòng sạch sẽ, mang hơi hướng đồng quê, đồ đạc tinh tế, bố trí khá hợp lý, tuy nhiên chưa nhiều loại giải trí, đồ ăn sáng chưa thực sự phong phú! Hy vọng lần tới ghé́ thăm sẽ tốt hơn nữa!"
"Phong cảnh đẹp, yên tĩnh, nhà hàng không ngon lắm, xe điện đợi lâu",3,"Tôi đã lưu trú tại đây từ 03-05/6/2016 Không gian ở đây rất tuyệt, đậm chất Bắc Bộ, phòng ốc thoáng mát, sạch sẽ. 
 Tuy nhiên điểm trừ ở đây là gọi xe điện rất lâu, nhiều lúc còn từ chối chở khách.
 Thứ hai là thức ăn ở các nhà hàng không được ngon cho lắm.
 Nói chung các dịch vụ tại khách sạn đều tốt trừ 2 điểm đó."
"Đẹp, yên tĩnh, tôn trọng trải nghiệm khách hàng, nhân viên tận tình.",4,"1. phòng ốc rất đẹp, phong cách Bắc bộ truyền thống. phòng rộng rãi, tiện nghi, giường rất rộng.
 2. Kiến trúc chắt lọc tinh hoa truyền thống Việt và có cải tiến nên rất đẹp và ấn tượng. Cảnh quan hài hòa, dễ chịu, bể bơi trong nhà rất lớn. Mình rất thích mỗi xóm có một bể bơi nhỏ!
 3. Nhân viên tận tình, lịch sự, đặc biệt nhân viên nhà hàng và nhân viên xe điện. Nhân viên lễ tân rất chuyên nghiệp.
 4. Nhà hàng thực đơn không đa dạng và hơi đắt, tuy nhiên nhân viên các nhà hàng rất tận tình. 
 5. Địa điểm hơi xa các khu du lịch (chỉ gần đầm Vân Long) nhưng có lẽ vì thế nên không xô bồ. 
 Luôn muốn quay lại nơi này mỗi khi có dịp!"
Rất thích hợp để nghỉ dưỡng,4,"Rất thích hợp với các gia đình đi nghỉ ngắn ngày ở phía Bắc. Không gian rất rộng, trang trí hài hoà, mang cảm giác gần gũi với văn hoá Việt Nam. phòng nghỉ thoáng mát, nội thất ổn. Tuy nhiên, phòng cách âm kém, 2 phòng sát vách thường nghe thấy tiếng. Có bể bơi ngoài trời và nước nóng trong nhà. 
 
 Đặc biệt, nhà hàng làm đồ ăn rất ngon. Mình ăn 1 bữa trưa và 1 bữa tối, cảm thấy rất tuyệt. Buffet sáng ổn, nhưng danh sách đồ chưa được phong phú. Nhân viên thân thiện.
 
 Vì là khu nghỉ dưỡng nên không có wifi trong phòng, cái này hơi bất tiện nhưng cũng là cơ hội để có một kỳ nghỉ thật tốt."
Không gian văn hóa bắc bộ rất tự nhiên.,4,"Tôi có kì nghỉ cùng gia đình tại đây, 2 ngày một đêm, đi vào ngày thường nên không gian thật tĩnh lặng, nhẹ nhàng, các dịch vụ đều được thỏa mãn tốt, đồ ăn ngon, phù hợp với gia đình.Tuy nhiên sóng Wifi yếu, một số trang thiết bị hơi cũ như Tivi,khóa cửa sau, các góc cạnh của đồ gỗ hơi xuống cấp. Dịch vụ đạp xe cũng như gần đầm Vân long cho tôi và gia đình cảm giác thư giãn và thú vị."
Một chuyến đi thú vị tới Ninh Bình - Emeralda resort,4,"Emeralda không quá xa so với các địa điểm du lịch khác. Không gian của khu resort rộng rãi, thoáng mát. phòng ngủ khá tiện nghi và mỗi khu được bố trí bể bơi nhỏ riêng. Dịch vụ tốt, không gian yên tính, có khá nhiều quán ăn ngon gần khu nghỉ mát. Cần nâng cấp khu bể bơi chính cho nước sạch hơn,"
thái độ coi thường khách hàng,1,"Tôi được người nhà tặng voucher cho 1 phòng Superior cho 2 người để nghỉ dưỡng ở đây. Thú thật có nhiều lần tôi lên kế hoạch đến resort này vì nghe nhiều người khen nhưng chưa sắp xếp được thời gian đi, nay được tặng voucher này thật là quá tốt. Nhưng cuối cùng thì chuyến đi của tôi đã không xảy ra....
 Ngay khi tôi gọi đặt phòng (gọi lúc 11h16' trưa ngày thứ Bảy 20/6/2015 và nói tôi có voucher thì họ bảo tôi giữ máy để họ hỏi quản lý. Ngay sau đó tôi nghe loáng thoáng chị quản lý có nói qua loa là ""Em báo họ hết phòng rồi, giữ phòng cho khách trả tiền mặt luôn chứ!""..?!?!.Tôi đã thoáng chau mày!
 
 Rồi sau đó họ trả lời tôi rằng ""chị ơi hiện tại bọn em còn phòng nhưng voucher này không dành cho dịp cuối tuần chị ạ!"". Tôi không nói gì vì cũng chưa nhìn voucher nên phải bảo người quen chụp ảnh lại 2 mặt xem có dòng nào ghi là không dành cho dịp cuối tuần không?
 Cuối cùng trên đó chỉ ghi là ""not available during peak seasons"" mà theo resort đó tôi biết được là peak seasons của họ chỉ có: 30/4, 1/5, 2/9, Giáng Sinh. Vậy nên tôi kiên nhẫn gọi điện hỏi lại lễ tân với lý lẽ như vậy thì họ giải thích ""Bọn em phải giữ phòng cho khách theo đoàn hoặc trường hợp khẩn cấp, nếu là voucher thì chị đặt phút cuối như vậy bọn em không nhận được! Chị cần phải đặt sớm hơn nữa ạ!"" với 1 thái độ lạnh nhạt hơi khó chịu. 
 
 Đến đây chẳng lẽ tôi cũng gặng hỏi tiếp là ""Trên voucher cũng không hề ghi là ""không được phép đặt kiểu phút cuối như em nói!"" nhưng tôi đã quá thất vọng với 1 resort mang tiếng là sang trọng ở Việt Nam mà lại có tư duy như vậy, nên tôi im lặng.
 
 Chắc sẽ không có lần thứ 2 tôi nghĩ đến Emeralda Ninh Binh resort nữa dù đã từng thích đến đây biết mấy...!"
"không gian xanh, sang trọng",5,"khách sạn có khuôn viên rất rộng, xanh, bố trí hài hòa, có thể dùng xe để di chuyển giữa các địa điểm. nhân viên thân thiện 
 Nội thất sang trọng. bữa ăn khá ngon nhưng chưa phong phú.
 tuy nhiên khách sạn cách quá xa khu trung tâm"
Một khu nghỉ mát tuyệt vời - mọi thứ đều hoàn hảo!,5,"Tôi đã ở khu nghỉ mát này trong hai đêm vào tháng ba năm 2014. Mặc dù thời tiết không đẹp lắm (có mưa và lạnh), nhưng tôi thực sự thích kỳ nghỉ của tôi ở đó. Khu liên hợp này rất rộng với những cây cối và hoa đẹp. phòng rất rộng rãi với giường cực kỳ êm ái và một cái bồn tắm lớn. Dịch vụ spa là một trong những thứ tốt nhất tôi đã trải nghiệm cho đến nay (và tôi đi du lịch rất nhiều), và thức ăn thật tuyệt vời. Nhân viên rất chuyên nghiệp và thân thiện. Tôi trông chờ được quay trở lại đó với gia đình mình khi thời tiết ấm hơn một chút."
Buổi tối tại nhà hàng Herbvà Spices,5,"Thức ăn ngon, phục vụ chu đáo (bạn Châu nhiệt tình, bạn Út vui vẻ), chuyên nghiệp, không gian nhà hàng yên tĩnh rất phù hợp đi cùng gia đình và hội họp cùng bạn bè. Rất đáng trải nghiệm! Hy vọng sẽ có dịp quay lại."
Hồ bơi đẹp tuyệt,5,"Tôi rất thích ở đây, hồ bơi rất đẹp. Daisy và Ben rất thân thiện, hồ bơi đẹp."
"Khách sạn La Vela rất đáng để ở, nên đến trải nghiệm",5,"Khách sạn với không gian vô cùng sang trọng, tạo cảm giác thoải mái khi bước vào. Các anh chị nhân viên vô cùng nhiệt tình và chuyên nghiệp. phòng ốc sạch sẽ, gọn gàng, thiết kế phòng đẹp. Nhà hàng rộng rãi, tạo cảm giác ấm cúng. Đặc biệt là có hồ bơi vô cực với view trên cao siêu đẹp, tha hồ chụp ảnh."
Trải nghiệm tuyệt vời,5,Chuyến tham quan tại khách sạn La Vela đã đem lại cho tôi một trải nghiệm rất tuyệt vời. Khách sạn mang phong cách tân cổ điển nhưng đồng thời cũng cập nhật nhanh các xu hướng làm cho dù khách có nhiều trải nghiệm mới. Nhân viên rất nhiệt tình và thân thiện. Mong tương lai tôi sẽ được trở lại đây với những trải nghiệm thú vị hơn nữa.
Trải nghiệm khách sạn La Vela Sài Gòn,5,"Chuyến tham quan ở khách sạn La Vela Sài Gòn đã đem đến cho tôi một trải nghiệm rất tuyệt vời. Đây thực sự là một trong những khách sạn với những dịch vụ tuyệt vời, cơ sở vật chất vô cùng đẳng cấp, nhân viên rất nhiệt tình và thân thiện. Mong rằng trong tương lai tôi sẽ có cơ hội quay trở lại đây một lần nữa."
Những trải nghiệm tuyệt vời khi lần đầu đến La Vela Sài Gòn,5,"Tôi đã có cơ hội trải nghiệm dịch vụ tại đây. Nơi đây thật sự vượt trên sự mong đợi của tôi khi sự chỉnh chu, hoàn hảo cũng như dịch vụ tiếp đón khách hàng ở đây quá tốt. Nơi này chăm sóc khách hàng thật sự tận tâm đến từng chi tiết nhỏ: từ mùi hương đến cảm giác, góc nhìn,... Đến đây, các bạn chắc chắn sẽ nhận được những trải nghiệm xứng đáng hơn rất nhiều với số tiền đã bỏ ra. Thật sự"
Đánh giá sơ về La Vela Sài Gòn Hotel,5,"Không gian sang trọng, phòng ốc sang trọng sạch sẽ, nhân viên dịch vụ tốt, các tiện ích cần thiết đều đầy đủ. Hồ bơi sạch đẹp, view vô cực, trang trí trang trí theo phong cách sang trọng, phòng tiệc tổ chức đám cưới nhân viên phục vụ rất tốt, trang trí đẹp và thoải mái. Nên thử cho mọi người"
Trải nghiệm tuyệt vời!,5,"Rất may mắn em đã được đến trải nghiệm hotel tour tại Lavela. Các anh chị rất nhiệt tình hướng dẫn cho tụi em. phòng ốc và nhà hàng rất sang trọng, thiết kế ấn tượng.
 Không gian thoải mái, dễ chịu. Em rất cảm ơn Lavela ạ. I Love You"
Trải nghiệm tham quan tìm hiểu LaveLa rất tuyệt vời,5,"Với tư cách là sinh viên Khoa Du lịch Đại học UEH, được sự hỗ trợ của anh chị LaveLa, chúng em có cơ hội tìm hiểu và tham quan trải nghiệm tại Hotel. Thật sự rất bất ngờ trước sự hướng dẫn tận tình và kĩ lưỡng của anh chị, luôn cố gắng giúp tụi em được tiếp cận gần nhất với công việc, không gian tại đây. Xứng đáng là khách sạn đứng đầu của Thành phố. Hồ Chí Minh không chỉ về dịch vụ mà còn công tác sinh viên, nhân sự ngành nghề. Em cảm ơn anh chị nhiều ạ."
"Trải nghiệm tốt, nhân viên rất Hiếu khách và luôn thân thiện",5,"Là 1 sinh viên ngành dịch vụ, em có chuyến tham quan đến khách sạn Lavela. Có cái nhìn tổng quan và biết được Lavela là một trong những khách sạn 5 sao được đánh giá cao tại Hồ Chí Minh, đầy đủ các tiện ích và các mức chi phí hợp lý với từng đối tượng khách hàng. Nếu có cơ hội được trải nghiệm sản phẩm dịch vụ tại đây chắc chắn sẽ là trải nghiệm tuyệt vời."
hotel la vela,5,"Khách sạn rất hiện đại, sang trọng, có trải nghiệm rất tận hưởng tại khách sạn này. Với hồ bơ vô cực , tận hưởng được không gian tuyệt vời , phòng khách sạn đầy đủ tiện nghi , sang trọng , với các không gian khác nhau"
